tr_i_  1,tr_i_  2,tr_i_  3,tr_i_  4,tr_i_  5,tr_i_  6,tr_i_  7,tr_i_  8,tr_i_  9,tr_i_ 10,tr_i_ 11,tr_i_ 12,tr_i_ 13,tr_i_ 14,tr_i_ 15,tr_i_ 16,tr_i_ 17,tr_i_ 18,tr_i_ 19,tr_i_ 20,tr_i_ 21,tr_i_ 22,tr_i_ 23,tr_i_ 24,tr_i_ 25,tr_i_ 26,tr_i_ 27,tr_i_ 28,tr_i_ 29,tr_i_ 30,tr_i_ 31,tr_i_ 32,tr_i_ 33,tr_i_ 34,tr_i_ 35,tr_i_ 36,tr_i_ 37,tr_i_ 38,tr_i_ 39,tr_i_ 40,tr_i_ 41,tr_i_ 42,tr_i_ 43,tr_i_ 44,tr_i_ 45,tr_i_ 46,tr_i_ 47,tr_i_ 48,tr_i_ 49,tr_i_ 50,tr_i_ 51,tr_i_ 52,tr_i_ 53,tr_i_ 54,tr_i_ 55,tr_i_ 56,tr_i_ 57,tr_i_ 58,tr_i_ 59,tr_i_ 60,tr_i_ 61,tr_i_ 62,tr_i_ 63,tr_i_ 64,tr_i_ 65,tr_i_ 66,tr_i_ 67,tr_i_ 68,tr_i_ 69,tr_i_ 70,tr_i_ 71,tr_i_ 72,tr_i_ 73,tr_i_ 74,tr_i_ 75,tr_i_ 76,tr_i_ 77,tr_i_ 78,tr_i_ 79,tr_i_ 80,tr_i_ 81,tr_i_ 82,tr_i_ 83,tr_i_ 84,tr_i_ 85,tr_i_ 86,tr_i_ 87,tr_i_ 88,tr_i_ 89,tr_i_ 90,tr_i_ 91,tr_i_ 92,tr_i_ 93,tr_i_ 94,tr_i_ 95,tr_i_ 96,tr_i_ 97,tr_i_ 98,tr_i_ 99,tr_i_100
80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,79.8395061728395,78.782945736434,77.6593406593407,77.4275362318841,77.6593406593407,77.8888888888889,78.1161048689138,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.6277056277056,80.4358974358974,80.2405063291139,80.0416666666667,79.8395061728395,79.6341463414633,79.425702811245,79.2142857142857,79,78.782945736434,78.5632183908046,78.3409090909092,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.6277056277056,80.4358974358974,80.2405063291139,80.0416666666667,79.8395061728395,79.6341463414633,79.425702811245,79.2142857142857,79,78.782945736434,78.5632183908046,78.3409090909092,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.5011037527594,80.1757176105508,79.8395061728395,79.4971403431588,79.1451612903225,78.782945736434,78.4181403308613,78.4181403308613,78.782945736434,79.1451612903225,79.4971403431588,79.8395061728395,80.1757176105508,80.5011037527594,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842
80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,79.8395061728395,78.782945736434,77.6593406593407,77.4275362318841,77.6593406593407,77.8888888888889,78.1161048689138,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.6277056277056,80.4358974358974,80.2405063291139,80.0416666666667,79.8395061728395,79.6341463414633,79.425702811245,79.2142857142857,79,78.782945736434,78.5632183908046,78.3409090909092,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.6277056277056,80.4358974358974,80.2405063291139,80.0416666666667,79.8395061728395,79.6341463414633,79.425702811245,79.2142857142857,79,78.782945736434,78.5632183908046,78.3409090909092,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.5011037527594,80.1757176105508,79.8395061728395,79.4971403431588,79.1451612903225,78.782945736434,78.4181403308613,78.4181403308613,78.782945736434,79.1451612903225,79.4971403431588,79.8395061728395,80.1757176105508,80.5011037527594,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842
80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,79.8395061728395,78.782945736434,77.6593406593407,77.4275362318841,77.6593406593407,77.8888888888889,78.1161048689138,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.6277056277056,80.4358974358974,80.2405063291139,80.0416666666667,79.8395061728395,79.6341463414633,79.425702811245,79.2142857142857,79,78.782945736434,78.5632183908046,78.3409090909092,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.6277056277056,80.4358974358974,80.2405063291139,80.0416666666667,79.8395061728395,79.6341463414633,79.425702811245,79.2142857142857,79,78.782945736434,78.5632183908046,78.3409090909092,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.5011037527594,80.1757176105508,79.8395061728395,79.4971403431588,79.1451612903225,78.782945736434,78.4181403308613,78.4181403308613,78.782945736434,79.1451612903225,79.4971403431588,79.8395061728395,80.1757176105508,80.5011037527594,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842
80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,79.8395061728395,78.782945736434,77.6593406593407,77.4275362318841,77.6593406593407,77.8888888888889,78.1161048689138,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.6277056277056,80.4358974358974,80.2405063291139,80.0416666666667,79.8395061728395,79.6341463414633,79.425702811245,79.2142857142857,79,78.782945736434,78.5632183908046,78.3409090909092,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.6277056277056,80.4358974358974,80.2405063291139,80.0416666666667,79.8395061728395,79.6341463414633,79.425702811245,79.2142857142857,79,78.782945736434,78.5632183908046,78.3409090909092,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.5011037527594,80.1757176105508,79.8395061728395,79.4971403431588,79.1451612903225,78.782945736434,78.4181403308613,78.4181403308613,78.782945736434,79.1451612903225,79.4971403431588,79.8395061728395,80.1757176105508,80.5011037527594,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842
80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,79.8395061728395,78.782945736434,77.6593406593407,77.4275362318841,77.6593406593407,77.8888888888889,78.1161048689138,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.6277056277056,80.4358974358974,80.2405063291139,80.0416666666667,79.8395061728395,79.6341463414633,79.425702811245,79.2142857142857,79,78.782945736434,78.5632183908046,78.3409090909092,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.6277056277056,80.4358974358974,80.2405063291139,80.0416666666667,79.8395061728395,79.6341463414633,79.425702811245,79.2142857142857,79,78.782945736434,78.5632183908046,78.3409090909092,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.5011037527594,80.1757176105508,79.8395061728395,79.4971403431588,79.1451612903225,78.782945736434,78.4181403308613,78.4181403308613,78.782945736434,79.1451612903225,79.4971403431588,79.8395061728395,80.1757176105508,80.5011037527594,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842
80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,79.8395061728395,78.782945736434,77.6593406593407,77.4275362318841,77.6593406593407,77.8888888888889,78.1161048689138,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.6277056277056,80.4358974358974,80.2405063291139,80.0416666666667,79.8395061728395,79.6341463414633,79.425702811245,79.2142857142857,79,78.782945736434,78.5632183908046,78.3409090909092,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.6277056277056,80.4358974358974,80.2405063291139,80.0416666666667,79.8395061728395,79.6341463414633,79.425702811245,79.2142857142857,79,78.782945736434,78.5632183908046,78.3409090909092,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.5011037527594,80.1757176105508,79.8395061728395,79.4971403431588,79.1451612903225,78.782945736434,78.4181403308613,78.4181403308613,78.782945736434,79.1451612903225,79.4971403431588,79.8395061728395,80.1757176105508,80.5011037527594,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842
80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,79.8395061728395,78.782945736434,77.6593406593407,77.4275362318841,77.6593406593407,77.8888888888889,78.1161048689138,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.6277056277056,80.4358974358974,80.2405063291139,80.0416666666667,79.8395061728395,79.6341463414633,79.425702811245,79.2142857142857,79,78.782945736434,78.5632183908046,78.3409090909092,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.6277056277056,80.4358974358974,80.2405063291139,80.0416666666667,79.8395061728395,79.6341463414633,79.425702811245,79.2142857142857,79,78.782945736434,78.5632183908046,78.3409090909092,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.5011037527594,80.1757176105508,79.8395061728395,79.4971403431588,79.1451612903225,78.782945736434,78.4181403308613,78.4181403308613,78.782945736434,79.1451612903225,79.4971403431588,79.8395061728395,80.1757176105508,80.5011037527594,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842
80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,79.8395061728395,78.782945736434,77.6593406593407,77.4275362318841,77.6593406593407,77.8888888888889,78.1161048689138,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.6277056277056,80.4358974358974,80.2405063291139,80.0416666666667,79.8395061728395,79.6341463414633,79.425702811245,79.2142857142857,79,78.782945736434,78.5632183908046,78.3409090909092,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.6277056277056,80.4358974358974,80.2405063291139,80.0416666666667,79.8395061728395,79.6341463414633,79.425702811245,79.2142857142857,79,78.782945736434,78.5632183908046,78.3409090909092,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.5011037527594,80.1757176105508,79.8395061728395,79.4971403431588,79.1451612903225,78.782945736434,78.4181403308613,78.4181403308613,78.782945736434,79.1451612903225,79.4971403431588,79.8395061728395,80.1757176105508,80.5011037527594,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842
80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,79.8395061728395,78.782945736434,77.6593406593407,77.4275362318841,77.6593406593407,77.8888888888889,78.1161048689138,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.6277056277056,80.4358974358974,80.2405063291139,80.0416666666667,79.8395061728395,79.6341463414633,79.425702811245,79.2142857142857,79,78.782945736434,78.5632183908046,78.3409090909092,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.6277056277056,80.4358974358974,80.2405063291139,80.0416666666667,79.8395061728395,79.6341463414633,79.425702811245,79.2142857142857,79,78.782945736434,78.5632183908046,78.3409090909092,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.5011037527594,80.1757176105508,79.8395061728395,79.4971403431588,79.1451612903225,78.782945736434,78.4181403308613,78.4181403308613,78.782945736434,79.1451612903225,79.4971403431588,79.8395061728395,80.1757176105508,80.5011037527594,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842
80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,79.8395061728395,78.782945736434,77.6593406593407,77.4275362318841,77.6593406593407,77.8888888888889,78.1161048689138,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.6277056277056,80.4358974358974,80.2405063291139,80.0416666666667,79.8395061728395,79.6341463414633,79.425702811245,79.2142857142857,79,78.782945736434,78.5632183908046,78.3409090909092,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.6277056277056,80.4358974358974,80.2405063291139,80.0416666666667,79.8395061728395,79.6341463414633,79.425702811245,79.2142857142857,79,78.782945736434,78.5632183908046,78.3409090909092,78.3409090909092,78.5632183908046,78.782945736434,79,79.2142857142857,79.425702811245,79.6341463414633,79.8395061728395,80.0416666666667,80.2405063291139,80.4358974358974,80.6277056277056,80.8157894736842,80.5011037527594,80.1757176105508,79.8395061728395,79.4971403431588,79.1451612903225,78.782945736434,78.4181403308613,78.4181403308613,78.782945736434,79.1451612903225,79.4971403431588,79.8395061728395,80.1757176105508,80.5011037527594,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842,80.8157894736842
